uri,playlist,genre,track.name,track.album.name,track.album.release_date,track.popularity,primaryartist_name,primaryartist_uri,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
spotify:track:56yZ4jakLYUykhYaP9FtXi,Salsa Classics,salsa,Catalina La O,Este Negro Si Es Sabroso,1976,2,"Pete ""El Conde"" Rodriguez",spotify:artist:1Nl2RRbigQuX1TqV1tSPHa,10,-4.751,0,0.0333,0.715,0.00741,0.0672,0.89,147.046,312640,4
spotify:track:5jK21S6FXKQqjlK4vTBiMd,Salsa Classics,salsa,El Watusi,Charanga Moderna,1962-12-31,45,Ray Barretto,spotify:artist:2h4ndKS2vRWeFLpq8ARu0D,2,-10.092,1,0.163,0.815,8.55e-05,0.0977,0.618,87.252,160115,4
spotify:track:0Mg0kjsLUfzgBMtbxRnIGL,Salsa Classics,salsa,El Todopoderoso,La Voz,1975-12-31,45,Héctor Lavoe,spotify:artist:7opp16lU7VM3l2WBdGMYHP,9,-3.571,0,0.069,0.448,0.000192,0.051,0.569,109.498,262680,4
spotify:track:1XANmUYUXMV65BcUJKplkr,Salsa Classics,salsa,Siembra,Siembra Special Edition,2009,2,Willie Colón,spotify:artist:7x5Slu7yTE5icZjNsc3OzW,0,-7.362,0,0.0412,0.481,2.42e-05,0.123,0.849,116.275,323827,4
spotify:track:1ACM4nDDjhWxMhy0WoWG7J,Salsa Classics,salsa,Parece Mentira,Carlito's Way: Music From The Motion Picture,1993-11-09,23,Marc Anthony,spotify:artist:4wLXwxDeWQ8mtUIRPxGiD6,2,-7.145,1,0.0345,0.652,0.00364,0.323,0.951,93.85,326160,4
spotify:track:4CxDqPmmkDdnlrnkjbXYhm,Salsa Classics,salsa,Senor Sereno,Greatest Hits,2009,0,Larry Harlow,spotify:artist:2PGJmP6AvSCQ7pKBOjrg8J,7,-8.046,0,0.0383,0.597,0.238,0.156,0.942,112.231,331253,4
spotify:track:0lXxj5T6jeovmtd460qrFN,Salsa Classics,salsa,Toro Mata,Celia & Johnny,1974-01-01,44,Johnny Pacheco,spotify:artist:09947uhj2ZwU9mFXK5v50o,11,-7.339,0,0.0659,0.692,0.0081,0.167,0.899,113.472,342173,4
spotify:track:4MHHQYmkwx1geJRFaJfQD5,Salsa Classics,salsa,El Malo,The Original Gangster,2009,1,Willie Colón,spotify:artist:7x5Slu7yTE5icZjNsc3OzW,7,-7.965,0,0.0387,0.688,0.00465,0.0688,0.967,111.239,243720,4
spotify:track:1rijHA5veEZDV5CrGLpex6,Salsa Classics,salsa,Quítate Tú - Live,A Band And Their Music: Campeones,2008-09-09,47,Fania All Stars,spotify:artist:1OdyhpUABf8avaZ9r8nI1u,10,-5.282,1,0.0476,0.555,0.0011,0.883,0.934,122.202,331720,4
spotify:track:1ufdzih0Lbpy2orJdYZoAJ,Salsa Clasica,salsa,Perdóname,Dos Clásicos,1990,48,Gilberto Santa Rosa,spotify:artist:27vNK840zYq6IfDijHPsv1,0,-10.198,1,0.0334,0.638,0.0434,0.28,0.834,157.635,314800,4
spotify:track:71jyNMxAzXrMJMiYQE3QCB,Salsa Clasica,salsa,No Pensé Enamorarme Otra Vez - Bolero,Mis Favoritas,2010-08-02,40,Gilberto Santa Rosa,spotify:artist:27vNK840zYq6IfDijHPsv1,7,-6.23,1,0.0291,0.769,0.00712,0.116,0.46,81.08,318760,4
spotify:track:1qMb6g0MmrQXlr6RGlxngP,Salsa Clasica,salsa,Sombra Loca,El Caballero De La Salsa - La Historia Tropical,2009-02-10,52,Gilberto Santa Rosa,spotify:artist:27vNK840zYq6IfDijHPsv1,0,-8.372,0,0.0458,0.551,0,0.0558,0.839,167.003,290493,4
spotify:track:1nZziTuPRwCfJe1XvVC760,Salsa Clasica,salsa,Yo No Sé Mañana (salsa),Ciclos,2009,12,Luis Enrique,spotify:artist:2mUI4K6csTQd3jieswcmiI,4,-3.197,0,0.0427,0.665,0,0.178,0.74,95.414,259853,4
spotify:track:3dH8qYlVlwR9xFdeIEfNWp,Salsa Clasica,salsa,Desesperado,Lo Que Pasó... La Historia Del Príncipe De La Salsa,2010-10-25,45,Luis Enrique,spotify:artist:2mUI4K6csTQd3jieswcmiI,10,-4.92,0,0.0413,0.367,0,0.0605,0.937,90.369,230027,4
spotify:track:0r8RjrJjZ9U3OxZpGsn3v8,Salsa Clasica,salsa,Amores como el nuestro (Salsa),Un poquito de' to (Salsa - Merengue - Bachata & Reggaeton),2010-11-03,54,Jerry Rivera,spotify:artist:7wOZy3KdFVVINgNFFxkxwO,0,-7.002,1,0.0499,0.457,0.0992,0.0413,0.603,179.353,305293,4
spotify:track:7t5cskTjWtXVQ6h1yI69op,Salsa Clasica,salsa,Qué Hay de Malo,Cara De Niño,1993-10-19,56,Jerry Rivera,spotify:artist:7wOZy3KdFVVINgNFFxkxwO,1,-8.635,1,0.0439,0.598,0,0.0541,0.789,91.951,298640,4
spotify:track:3R1tE3ouwpCfAcFHhY4fdl,Salsa Clasica,salsa,Esa Niña,Evolución,2015-02-03,46,Jerry Rivera,spotify:artist:7wOZy3KdFVVINgNFFxkxwO,10,-9.255,0,0.0387,0.732,1.07e-05,0.0895,0.945,165.537,301733,4
spotify:track:14XQClWbLwmDywY9wVaDiG,Salsa Clasica,salsa,Lluvia,Pura Salsa,2006-01-01,5,Eddie Santiago,spotify:artist:5Wg6XnPTp0xXxFCjywwR9I,5,-8.837,0,0.0369,0.408,6.35e-05,0.105,0.833,164.924,298360,4
spotify:track:5om5J8teP5RM3pHM9qoVYW,Salsa Clasica,salsa,Que Locura Enamorarme De Ti,Pura Salsa,2006-01-01,3,Eddie Santiago,spotify:artist:5Wg6XnPTp0xXxFCjywwR9I,1,-5.761,1,0.0406,0.67,0,0.103,0.96,93.698,309573,4
spotify:track:52V2RLfvgeXmbzXSk9blQU,Salsa Clasica,salsa,Tu Me Quemas,Salsa Greatest Hits,2013-11-13,54,Eddie Santiago,spotify:artist:5Wg6XnPTp0xXxFCjywwR9I,5,-10.007,0,0.0544,0.455,3.67e-05,0.0543,0.968,170.422,280773,4
spotify:track:1JQz2S1DRn1myrnSJTbkEY,Salsa Clasica,salsa,Tú Me Haces Falta,Íconos 25 Éxitos,2013-01-01,1,Eddie Santiago,spotify:artist:5Wg6XnPTp0xXxFCjywwR9I,2,-5.872,1,0.0305,0.202,6.12e-05,0.249,0.928,162.706,281267,4
spotify:track:0iqUmxR3LCmszLgyt7nOx9,Salsa Clasica,salsa,Nadie Mejor Que Tu,Salsa Greatest Hits,2013-11-13,42,Eddie Santiago,spotify:artist:5Wg6XnPTp0xXxFCjywwR9I,5,-9.75,0,0.0436,0.736,0.000393,0.0791,0.963,92.747,205200,4
spotify:track:1uXLTzizQNlsFAtrgfP4IQ,Salsa Clasica,salsa,Antídoto Y Veneno,12 Favoritas,2013-01-01,1,Eddie Santiago,spotify:artist:5Wg6XnPTp0xXxFCjywwR9I,0,-6.222,1,0.0328,0.427,2.04e-05,0.223,0.888,173.389,318453,4
spotify:track:68pMv9dfUt12G1Vn7lNaDL,Salsa Clasica,salsa,De Profesión...Tu Amante,Íconos 25 Éxitos,2013-01-01,0,Eddie Santiago,spotify:artist:5Wg6XnPTp0xXxFCjywwR9I,10,-6.737,0,0.0419,0.691,2.01e-05,0.303,0.905,96.381,271347,4
spotify:track:0EsDXIvOEJ7cpq6AfCFCTP,Salsa Clasica,salsa,Fabricando Fantasías,Noches Latinas 3,2007-05-22,2,Tito Nieves,spotify:artist:4vOycwLXdkMMzpZW04VW5m,9,-7.646,1,0.0457,0.244,0,0.113,0.943,90.684,274373,4
spotify:track:2zJ3ApxDMN9pgWZRqgwKit,Salsa Clasica,salsa,De Mí Enamórate,Pura Salsa,2006-01-01,1,Tito Nieves,spotify:artist:4vOycwLXdkMMzpZW04VW5m,2,-3.407,0,0.0402,0.711,1.81e-05,0.083,0.692,94.482,312000,4
spotify:track:4xsTdpKwm0jlanaF6CmBy2,Salsa Clasica,salsa,Desnúdate Mujer,Mi Generación - Los Clásicos,2012-01-01,4,Frankie Ruiz,spotify:artist:4dLvccxeQIM5u80Ri0u9OV,7,-8.479,1,0.0341,0.325,5.2e-06,0.32,0.937,100.115,287787,4
spotify:track:48bPNZwVNRpmyk9OASd6Yo,Salsa Clasica,salsa,La Rueda,Salsa,2007-01-01,36,Frankie Ruiz,spotify:artist:4dLvccxeQIM5u80Ri0u9OV,5,-6.923,1,0.0365,0.608,3.71e-05,0.0627,0.937,103.017,383693,4
spotify:track:7ktUDtWBvH3wL9PSSiRPHo,Salsa Clasica,salsa,Mi Libertad,Íconos 25 Éxitos,2013-01-01,1,Frankie Ruiz,spotify:artist:4dLvccxeQIM5u80Ri0u9OV,5,-6.338,0,0.0431,0.215,0,0.0782,0.937,93.316,267480,4
spotify:track:6NfZIOTRnrnK9okUWMEBRq,Salsa Clasica,salsa,Quiero Llenarte,Mi Generación - Los Clásicos,2012-01-01,0,Frankie Ruiz,spotify:artist:4dLvccxeQIM5u80Ri0u9OV,8,-7.92,1,0.128,0.53,0,0.0643,0.827,93.873,270880,4
spotify:track:4F8IB14Sjvqb9qJUOxndRZ,Salsa Clasica,salsa,Una Aventura,Siempre Una Aventura,1990,57,Grupo Niche,spotify:artist:1zng9JZpblpk48IPceRWs8,0,-3.633,1,0.035,0.241,0.00181,0.167,0.687,92.87,316107,4
spotify:track:0oHX2BlLsnbu3nnTeEUIuL,Salsa Clasica,salsa,Sin Sentimientos,Una Aventura...La Historia,2007-08-07,61,Grupo Niche,spotify:artist:1zng9JZpblpk48IPceRWs8,2,-7.733,0,0.0342,0.414,1.33e-06,0.234,0.619,82.771,294280,4
spotify:track:4rAeOQPV9iTP5FMglXzGEu,Salsa Clasica,salsa,Nuestro Sueño,Siempre Una Aventura,1990,55,Grupo Niche,spotify:artist:1zng9JZpblpk48IPceRWs8,7,-2.919,0,0.0316,0.221,0.000107,0.122,0.634,90.243,359373,4
spotify:track:3nBQUOFwVZumOzzSV3h2sw,Salsa Clasica,salsa,La Magia De Tus Besos,Siempre Una Aventura,1990,57,Grupo Niche,spotify:artist:1zng9JZpblpk48IPceRWs8,7,-2.907,1,0.0351,0.422,0.000351,0.0838,0.751,160.179,284200,4
spotify:track:6KpJe0HNMZ1PbOzdPYNwLu,Salsa Clasica,salsa,Se Pareció Tanto a Ti - Radio Version,Mis Favoritas,2010-08-02,47,Grupo Niche,spotify:artist:1zng9JZpblpk48IPceRWs8,0,-5.062,1,0.0481,0.422,1.78e-05,0.14,0.396,175.751,226720,4
spotify:track:6qiUZDq9pjAWpMkp9eE9Vf,Salsa Clasica,salsa,Enamorada,Control Absoluto,2002,0,Grupo Niche,spotify:artist:1zng9JZpblpk48IPceRWs8,5,-4.175,1,0.035,0.267,0.000129,0.104,0.856,158.348,250545,4
spotify:track:4pUmQqaZklcCOB3rFdWc7g,Salsa Clasica,salsa,Valió la Pena - Salsa Version,Sigo Siendo Yo,2006-06-30,64,Marc Anthony,spotify:artist:4wLXwxDeWQ8mtUIRPxGiD6,9,-5.801,0,0.0501,0.353,5.26e-06,0.0743,0.855,98.455,289293,4
spotify:track:3dPprfpLE8ZFPEYNcMXXcd,Salsa Clasica,salsa,Y Hubo Alguien,Contra La Corriente (Remastered),1997-01-01,1,Marc Anthony,spotify:artist:4wLXwxDeWQ8mtUIRPxGiD6,4,-3.979,0,0.115,0.636,0,0.16,0.668,91.094,388360,4
spotify:track:0jwB8kln33iUTMPF21R4Oh,Salsa Clasica,salsa,Contra La Corriente,Contra La Corriente (Remastered),1997-01-01,0,Marc Anthony,spotify:artist:4wLXwxDeWQ8mtUIRPxGiD6,8,-4.013,1,0.0493,0.737,0,0.115,0.714,90.301,304733,4
spotify:track:4ICEgSwaRAXVaVKhkyqL66,Salsa Clasica,salsa,Se Me Sigue Olvidando,Todo A Su Tiempo (Remastered),1995-01-01,0,Marc Anthony,spotify:artist:4wLXwxDeWQ8mtUIRPxGiD6,0,-5.473,1,0.0422,0.662,1.59e-06,0.329,0.907,85.634,293560,4
spotify:track:7lxosvIfb4Xn2MUfuUkzT6,Salsa Clasica,salsa,Te Conozco Bien,Todo A Su Tiempo (Remastered),1995-01-01,0,Marc Anthony,spotify:artist:4wLXwxDeWQ8mtUIRPxGiD6,11,-6.93,0,0.0607,0.653,0,0.544,0.752,87.72,314440,4
spotify:track:5GFwCOaItJCVo8H67OxMXy,Salsa Clasica,salsa,Hasta Ayer,Todo A Su Tiempo (Remastered),1995-01-01,1,Marc Anthony,spotify:artist:4wLXwxDeWQ8mtUIRPxGiD6,4,-8.207,0,0.0359,0.653,0,0.18,0.498,104.28,278667,4
spotify:track:0FX0FVvZZTDwZkzhVzA2Vm,Salsa Clasica,salsa,Nadie Como Ella,Todo A Su Tiempo (Remastered),1995-01-01,0,Marc Anthony,spotify:artist:4wLXwxDeWQ8mtUIRPxGiD6,0,-6.099,0,0.0372,0.654,0,0.104,0.901,93.298,296027,4
spotify:track:37JnhjeF6QBgTVE9sO7Gft,Salsa Clasica,salsa,Te Amare,Todo A Su Tiempo (Remastered),1995-01-01,1,Marc Anthony,spotify:artist:4wLXwxDeWQ8mtUIRPxGiD6,5,-7.712,0,0.0332,0.642,2.44e-05,0.256,0.717,90.919,287800,4
spotify:track:4QlyQPLE3bPk4Sabnk6n7k,Salsa Clasica,salsa,El Ultimo Beso,Otra Nota,1993-01-01,0,Marc Anthony,spotify:artist:4wLXwxDeWQ8mtUIRPxGiD6,7,-7.283,1,0.0354,0.289,5.64e-06,0.257,0.735,161.66,275160,4
spotify:track:53GPxPUQjOBFIU4SEbQ1ze,Salsa Clasica,salsa,Triste Y Vacía,Anthology,2012-03-26,1,Héctor Lavoe,spotify:artist:7opp16lU7VM3l2WBdGMYHP,9,-3.844,0,0.0316,0.681,0,0.0809,0.691,94.233,370640,4
spotify:track:1gMhRqOTXVFRXWwlzAv8xu,Salsa Clasica,salsa,Aguanile,Anthology,2012-03-26,2,Héctor Lavoe,spotify:artist:7opp16lU7VM3l2WBdGMYHP,0,-5.733,0,0.0504,0.253,4.41e-05,0.212,0.901,127.28,371347,4
spotify:track:5LqbQaKDat2NhSE43gW8hh,Salsa Clasica,salsa,Pedro Navaja,A Man and His Music - The Player,2013-12-24,0,Rubén Blades,spotify:artist:5BwMgvRwlq61SmknvsVIQj,11,-6.641,0,0.103,0.779,6.54e-06,0.267,0.826,93.658,443480,4
spotify:track:1bwfVDsLnCvB2LkT3MJGIp,Salsa Clasica,salsa,Asia,Top Secrets (Altos Secretos),2009,0,Willie Colón,spotify:artist:7x5Slu7yTE5icZjNsc3OzW,8,-6.906,1,0.0352,0.46,3.81e-05,0.0872,0.951,99.901,353773,4
spotify:track:2rhaQ3sW3hZ0hg4W4RzCKG,Salsa Clasica,salsa,El Gran Varon,Top Secrets (Altos Secretos),2009,2,Willie Colón,spotify:artist:7x5Slu7yTE5icZjNsc3OzW,7,-9.968,0,0.0467,0.678,1.64e-06,0.0653,0.396,94.194,417053,4
spotify:track:0lacKf3kZXbQ1F17QvurMs,Salsa Clasica,salsa,No Podras Escapar De Mi,Grandes Exitos,2006-03-30,54,Willie Gonzalez,spotify:artist:2EIZodXJHserIu4pGNfD3Z,8,-11.202,1,0.0324,0.622,9.02e-05,0.119,0.964,163.546,331307,4
spotify:track:2mjcSFZm71YuqETWajjWFj,Salsa Clasica,salsa,Porque Te Amo,Con La Musica Por Dentro,2006-04-07,46,Nino Segarra,spotify:artist:7titF03HCJwxZeJ98nMWbK,2,-9.959,0,0.0623,0.229,0.000127,0.0289,0.724,154.353,306827,4
spotify:track:4zOZQdgs7nSjMkqB7keSM5,Salsa Clasica,salsa,Ojos Chinos,20th Anniversary,1982,54,El Gran Combo De Puerto Rico,spotify:artist:6nnspeopmJAG07xOxHmqTu,5,-8.32,0,0.0465,0.66,1.45e-05,0.142,0.968,93.876,261333,4
spotify:track:6QmoaIj5foG6h4cej26sl0,Salsa Clasica,salsa,Amame,¡Amame!,1989,50,El Gran Combo De Puerto Rico,spotify:artist:6nnspeopmJAG07xOxHmqTu,5,-4.701,1,0.0808,0.723,0.000137,0.091,0.896,169.613,323036,4
spotify:track:2UNd4AvmnEYaXIsZTOTJHQ,Salsa Clasica,salsa,Carbonerito,35th Anniversary- 35 Years Around the World,1997,37,El Gran Combo De Puerto Rico,spotify:artist:6nnspeopmJAG07xOxHmqTu,2,-8.957,0,0.0353,0.478,2.53e-06,0.109,0.967,92.931,301600,4
spotify:track:4ZVgDysve5dcNK6TX84t8e,Salsa Clasica,salsa,Apiádate de Mi,Exitos de Victor Manuelle,1993,62,Víctor Manuelle,spotify:artist:4N5fp4zhTsVITZTVfsXpc2,10,-7.233,0,0.0406,0.273,0,0.0796,0.844,168.79,304333,4
spotify:track:1segwDrWjU9MxYxOvPzvwr,Salsa Clasica,salsa,Así Es la Mujer,Exitos de Victor Manuelle,1993,47,Víctor Manuelle,spotify:artist:4N5fp4zhTsVITZTVfsXpc2,9,-4.743,0,0.0999,0.287,0,0.0859,0.84,92.967,309400,4
spotify:track:7C2nNvvtr5zZSvV5ZTBAie,Salsa Clasica,salsa,Por Ella,Sólo para Mujeres,2014-08-05,44,Víctor Manuelle,spotify:artist:4N5fp4zhTsVITZTVfsXpc2,2,-4.258,1,0.0502,0.196,0,0.31,0.869,172.878,277107,4
spotify:track:0z4BiYZ95vmjSu3WDaEki8,Salsa Clasica,salsa,Eres,A Prueba de Fuego,1997-01-01,56,Grupo Niche,spotify:artist:1zng9JZpblpk48IPceRWs8,7,-7.946,0,0.0398,0.49,0.00138,0.0586,0.882,167.004,268573,4
spotify:track:1U6uk8CGJtZ0j7DSyQOdKJ,Salsa Clasica,salsa,Paginas de Amor,Tranquilo y Tropical,2015-01-30,34,Tito Gomez,spotify:artist:4zq1okwemKSJbZFDQrp7f2,0,-5.48,1,0.0351,0.525,4.24e-05,0.232,0.81,86.605,298600,4
spotify:track:0jqB2X6Ps8HoQnPqoMNsLY,Salsa Clasica,salsa,La Chica de Chicago,25 Aniversario,2005,11,La Misma Gente,spotify:artist:4q3sKRFsDPs82sKriW34mJ,0,-6.362,1,0.0484,0.59,7.62e-05,0.0697,0.83,87.979,317388,4
spotify:track:23Vb5teQKNSNvPgUjLtI8j,Salsa Clasica,salsa,La Murga,Anthology,2012-04-10,8,Héctor Lavoe,spotify:artist:7opp16lU7VM3l2WBdGMYHP,2,-7.53,1,0.0436,0.426,0.00265,0.0624,0.824,88.539,333560,4
spotify:track:7D4nPrhBI3Y668gvt4uSFm,Salsa Clasica,salsa,La noche,Sabor a Salsa,2007-05-12,45,Joe Arroyo,spotify:artist:7BFnoFhJjLWcsqmN3Hizqg,0,-7.283,0,0.0409,0.0177,0,0.0438,0.875,105.655,266827,4
spotify:track:6jvwWdaA37IlDLfritx7xi,Salsa Clasica,salsa,En Barranquilla Me Quedo,Fuego en Mi Mente,1988,1,Joe Arroyo Y La Verdad,spotify:artist:3W6IjoTFGlacw3Mxbn9BsE,1,-6.333,1,0.0483,0.18,8.44e-05,0.0908,0.754,103.643,311676,4
spotify:track:2ZagUHh0zrNuSuUC72v45c,Salsa Clasica,salsa,Preso,Sabor a Salsa,2007-05-12,45,The Latin Brothers,spotify:artist:2AiZXMqpVlCDnz3trZbWaK,5,-6.247,0,0.0395,0.143,0.00194,0.107,0.808,106.507,294667,4
spotify:track:0mtunIBuM0he6zn6xkSuLG,Salsa Clasica,salsa,Sobre las Olas,The Latin Brothers,1988,0,The Latin Brothers,spotify:artist:2AiZXMqpVlCDnz3trZbWaK,5,-5.245,1,0.0504,0.374,0.000351,0.071,0.923,107.853,204160,4
spotify:track:5yoQIdrqlHNoN813YPm1wb,Salsa Clasica,salsa,Patrona de los Reclusos,Historia Musical de Latin Brothers,1975,0,The Latin Brothers,spotify:artist:2AiZXMqpVlCDnz3trZbWaK,7,-7.429,1,0.0763,0.0347,0.387,0.0471,0.658,97.025,375200,4
spotify:track:2PyiIgI2JgHNVgUvf6cIY8,Salsa Clasica,salsa,Fuma el Barco,The Latin Brothers,1988,0,The Latin Brothers,spotify:artist:2AiZXMqpVlCDnz3trZbWaK,7,-4.555,1,0.0464,0.0948,0,0.188,0.703,108.835,303680,4
spotify:track:4I33RmUAFAlXPSsPdejcfR,Salsa Clasica,salsa,Sobredosis,Sobredosis de Amor y Salsa,1989,1,Los Titanes,spotify:artist:4dboOLuCgBpq31GG6xov2S,7,-9.668,0,0.0397,0.445,0.00213,0.139,0.962,167.607,249879,4
spotify:track:0vGEHf4yeVN0sn8IwY1HW4,Salsa Clasica,salsa,Por Retenerte,Sobredosis de Amor y Salsa,1989,1,Los Titanes,spotify:artist:4dboOLuCgBpq31GG6xov2S,7,-9.488,1,0.0496,0.207,1.87e-05,0.089,0.908,170.475,284767,4
spotify:track:6p79tDssTzMqLK4aSvMTMW,Salsa Clasica,salsa,Plastico,Ruben Blades - Poeta Del Pueblo,2009,6,Rubén Blades,spotify:artist:5BwMgvRwlq61SmknvsVIQj,11,-6.656,0,0.068,0.647,0,0.58,0.715,103.451,401013,4
spotify:track:2h6WIOkTPvHSAD7vR6lMSS,Salsa Clasica,salsa,Te Va a Doler,En Tiempo de Amor,2003-10-27,68,Maelo Ruiz,spotify:artist:3HyrDGPLI0c9Rd8luuO0zw,8,-4.382,1,0.0461,0.407,0,0.28,0.742,177.634,292773,4
spotify:track:3xF4w6gwEXWuMCJNX4UnqY,Salsa Clasica,salsa,La Cita,"Salsa Greatest Hits, Vol. 1",2010-03-04,49,Galy Galiano,spotify:artist:2OSKh2JIKMr66DxByxhwzT,0,-4.147,0,0.0466,0.683,0.00027,0.0581,0.894,87.209,289306,4
spotify:track:04ye24ukbKMtG2FI3H7jAK,Salsa Clasica,salsa,Vivir Lo Nuestro,Old School Salsa Classics Vol. 4,2004,0,INDIA,spotify:artist:3NIZFmehJM8YiGpCdihlck,5,-6.709,0,0.0424,0.597,0,0.304,0.772,91.202,370987,4
spotify:track:7EWaOT6wRgUNsC3HKie4AA,Salsa Clasica,salsa,La Muerte,30th Anniversary,1992,43,El Gran Combo De Puerto Rico,spotify:artist:6nnspeopmJAG07xOxHmqTu,2,-5.896,0,0.0357,0.546,0,0.0323,0.848,95.316,263307,4
spotify:track:714JJ27SmuQEghyVauzMPj,Salsa Clasica,salsa,Sin Salsa No Hay Paraíso,Sin Salsa No Hay Paraíso,2010-03-30,46,El Gran Combo De Puerto Rico,spotify:artist:6nnspeopmJAG07xOxHmqTu,0,-3.155,1,0.0347,0.6,0.000138,0.0398,0.972,94.469,226893,4
spotify:track:7dFWvedJ3RKdVSdPlzU3h3,Salsa Clasica,salsa,Quimbara,Anthology,2012-04-24,3,Johnny Pacheco,spotify:artist:09947uhj2ZwU9mFXK5v50o,4,-5.592,0,0.0737,0.674,0.000248,0.0628,0.964,119.674,288280,4
spotify:track:78UZRdq9Wl3fkFoT12zA4g,Salsa Clasica,salsa,La Negra Tiene Tumbao,La Reina Y Sus Amigos,2009-11-16,53,Celia Cruz,spotify:artist:2weA6hhVqTIN2gSn9PUB9U,11,-4.255,0,0.0442,0.0366,5.13e-05,0.219,0.962,110.711,252533,4
spotify:track:5BKQSQzyyy1uQCNwO8XpTd,Salsa Clasica,salsa,La Vida Es Un Carnaval,Exitos Eternos,2003-01-01,3,Celia Cruz,spotify:artist:2weA6hhVqTIN2gSn9PUB9U,0,-5.176,0,0.0775,0.47,0.00234,0.281,0.846,104.02,277000,4
spotify:track:2EVrtZE6ssvmLQ4qDjsnc9,Salsa Clasica,salsa,Me Tengo Que Ir,"Salsa Greatest Hits, Vol. 1",2010-03-04,42,Adolescent's Orquesta,spotify:artist:70nxnxEqDQIEWneRjg2Q4O,2,-3.259,0,0.0375,0.366,0,0.285,0.856,97.108,283141,4
spotify:track:5sivdGNkYMLTvVy5ydYYI8,Salsa Clasica,salsa,Aquél Viejo Motel,12 Favoritas,2013-01-01,1,David Pabon,spotify:artist:3L3YHYkS8b2vgAbnqBTXrE,2,-4.27,1,0.0285,0.594,0.00024,0.0744,0.751,91.333,309187,4
spotify:track:69CAPKULtzQ19N2SxLIlPX,Salsa Clasica,salsa,Cuando Hacemos El Amor,12 Favoritas,2013-01-01,0,David Pabon,spotify:artist:3L3YHYkS8b2vgAbnqBTXrE,5,-6.67,1,0.0288,0.643,5.39e-06,0.277,0.663,96.212,223973,4
spotify:track:1ngWLwko1GnliVV9kHj4CC,Salsa Clasica,salsa,Caradura,Mejor Que Ayer,2001-06-12,50,David Pabon,spotify:artist:3L3YHYkS8b2vgAbnqBTXrE,2,-6.669,1,0.0371,0.515,0.000123,0.0973,0.733,94.001,317573,4
spotify:track:0xmJ2dkjjdmjCvOxoQccuU,Salsa Clasica,salsa,Lobo Domesticado,Salsa Mix - Vol. 1,2010-02-09,0,David Pabon,spotify:artist:3L3YHYkS8b2vgAbnqBTXrE,2,-8.879,1,0.0501,0.529,0.000332,0.0607,0.764,97.652,294667,4
spotify:track:1uWQ4XnZmCeLoikVoUFeNr,Salsa Clasica,salsa,No Morira (No Matter What),Canciones De Amor... En Salsa,2013-01-21,46,DLG,spotify:artist:0z0w28IvsF1gsKhVAMbh9p,9,-3.261,1,0.122,0.229,1.51e-06,0.112,0.963,166.372,270800,4
spotify:track:7xgjtO7RzLSZFoWA3dhVlm,Salsa Clasica,salsa,Qué Manera de Quererte,Canciones De Amor... En Salsa,2013-01-21,33,Gilberto Santa Rosa,spotify:artist:27vNK840zYq6IfDijHPsv1,8,-3.063,1,0.0387,0.529,1.82e-06,0.274,0.881,91.601,322640,4
spotify:track:67rzFE76TKbmK4j1BkdQry,Salsa Clasica,salsa,Ven Devórame Otra Vez,Salsa Legends,2015-01-27,1,Lalo Rodriguez,spotify:artist:5LmwELEKyxDFxrbZzR8K4U,5,-4.315,0,0.0375,0.699,0.000471,0.294,0.962,84.588,311333,4
spotify:track:5p3xpIxdICGLWvjI5FEPng,Salsa Clasica,salsa,Tu Con El,Mi Generación - Los Clásicos,2012-01-01,3,Frankie Ruiz,spotify:artist:4dLvccxeQIM5u80Ri0u9OV,7,-11.711,1,0.0572,0.526,0.00407,0.278,0.931,94.416,301893,4
spotify:track:58unXNsISeHfI2jdqm9nb9,Salsa Clasica,salsa,Casi Te Envidio,Salsa Legends,2015-01-27,4,Andy Montañez,spotify:artist:6RMWFexOHVj5ctezneQH5v,7,-5.91,1,0.0815,0.465,0,0.088,0.854,92.516,320467,4
spotify:track:6bum69IXoiGcZCb83ZtfGA,Salsa Nation,salsa,Me Tengo Que Ir,"Salsa Classics, Vol. 1",2010-03-05,6,Adolescent's Orquesta,spotify:artist:70nxnxEqDQIEWneRjg2Q4O,2,-3.275,0,0.0375,0.356,0,0.286,0.856,96.839,283129,4
spotify:track:6cKAPpR0QwLaEKghevxdHc,Salsa Nation,salsa,Fabricando Fantasías,Noches Latinas 3,2007-06-10,58,Tito Nieves,spotify:artist:4vOycwLXdkMMzpZW04VW5m,9,-7.651,1,0.0626,0.268,0,0.113,0.943,184.651,274373,4
spotify:track:7xmp7f74I0rxUOPjVuIOE8,Salsa Nation,salsa,Procura,Pa' Otro La 'o,1997-07-01,12,ChiChi Peralta,spotify:artist:5GNSVtCq2hiXDx7jUA5Iou,8,-7.418,1,0.0352,0.308,0.000661,0.12,0.974,102.127,272667,4
spotify:track:588fZDQv1c7F3iP68Pp3My,Salsa Nation,salsa,Como Te Hago Entender,Mi Musica,2006-04-07,62,Roberto Roena Y Su Apollo Sound,spotify:artist:0KdPDmQhHxBKsHNsQuh5ry,5,-7.36,0,0.0529,0.436,0,0.0856,0.875,84.252,344627,4
