uri,playlist,track.name,track.album.name,track.album.release_date,track.popularity,primaryartist_name,primaryartist_uri,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
spotify:track:5lddLjDy5knLAEeYwCcWl7,Salsa Dominicana,Probablemente,Probablemente,2018-02-16,48,Yiyo Sarante,spotify:artist:2rwLjVHS15sfzciKXXNbgA,7,-4.228,1,0.0352,0.683,0,0.137,0.886,84.435,217534,4
spotify:track:1XuSve6t0vLCm8MG7CZJOA,Salsa Dominicana,Volveré,La Industria Salsera,2014-06-27,3,Chiquito Team Band,spotify:artist:0vEYOFlkqy2FUy1UOF7RiV,5,-4.116,1,0.0323,0.563,0.00034,0.0955,0.914,105.06,254789,4
spotify:track:38b04JjXZJFWIaYlsyOZ5t,Salsa Dominicana,Adiós Amor,Adiós Amor,2018-02-13,39,Luismi,spotify:artist:4f4TexsJ2zwxc7TZp1h6iq,7,-4.636,1,0.0548,0.341,4.01e-06,0.242,0.96,100.024,255216,4
spotify:track:2SgFUZqcAnEZXxhgPiORha,Salsa Dominicana,Amiga Mía,Arriba Siempre - De Pura Sangre,2013-06-24,38,Michel el Buenón,spotify:artist:0XpNiF9v1QPnRWKKGoffQf,11,-4.092,0,0.0447,0.57,0,0.0931,0.835,164.09,306507,4
spotify:track:6Soaj6Hi9gRGnGQbqD4Rug,Salsa Dominicana,Te Estaré Esperando,La Nueva Era,2017-05-16,35,Revolucion Salsera,spotify:artist:1qwyNZHoVJYxq7MHF63YIT,1,-3.135,1,0.0493,0.263,0,0.235,0.97,112.021,262609,4
spotify:track:2fM9D3e5pyVBzqOBgMC8ap,Salsa Dominicana,Corazon de Acero,7 Exitos,2019-10-06,67,Yiyo Sarante,spotify:artist:2rwLjVHS15sfzciKXXNbgA,5,-5.654,0,0.0435,0.464,2.83e-06,0.0613,0.944,170.095,224496,4
spotify:track:69jVc60TDjrU11tIKpzVqV,Salsa Dominicana,Mi 2da Vida,Mi 2da Vida,2018-03-07,32,David Kada,spotify:artist:1mW8Ifff475lUj6Xj44we4,10,-4.131,1,0.0388,0.38,0.000235,0.0484,0.917,104.99,215536,4
spotify:track:0UD2tx4S1FzKK8vsZl4LX6,Salsa Dominicana,Y Ahora Resulta,Estoy Confundido,2017-05-12,44,Felix Manuel,spotify:artist:4jEKkpWqQJduBDOEwme4fy,7,-4.358,1,0.0653,0.493,0,0.143,0.819,106.031,241058,4
spotify:track:2qg7Bq4lwpMxfAuK99wrHc,Salsa Dominicana,Ese Tipo Soy Yo,Éxitos,2017-12-29,0,Michel el Buenón,spotify:artist:0XpNiF9v1QPnRWKKGoffQf,7,-5.851,1,0.0535,0.286,5.84e-06,0.245,0.867,93.006,258921,4
spotify:track:4mTVKaJwoQ4zqFopuTRoSP,Salsa Dominicana,Le Hace Falta Un Beso,Salsa Dominicana Vol. 2,2014-09-09,49,Pakolé,spotify:artist:7k7M8FtOPV7gvNjWwyh0u4,1,-4.267,0,0.0474,0.64,0,0.0649,0.958,102.047,252187,4
spotify:track:03PoB3yyAdPA1S5yw6GtGW,Salsa Dominicana,Dile a Tu Marido,7 Exitos,2019-10-06,45,Yiyo Sarante,spotify:artist:2rwLjVHS15sfzciKXXNbgA,6,-5.797,0,0.0399,0.638,0,0.269,0.866,101.995,286224,4
spotify:track:3Qwd0limMRdQJdJ7B4Cocy,Salsa Dominicana,Como una Reina,El Dueño de la Clave,2015-06-30,30,Manole,spotify:artist:47KzfOHXxm0z3zQcgnULJM,1,-6.96,0,0.0483,0.554,0.000869,0.0661,0.945,99.112,314828,4
spotify:track:1Ao1t9myWb3gyO8wAci1Vs,Salsa Dominicana,Te Hubieras Ido Antes,Estoy Confundido,2017-05-12,36,Felix Manuel,spotify:artist:4jEKkpWqQJduBDOEwme4fy,0,-3.91,1,0.0438,0.284,0.000391,0.301,0.961,105.034,255112,4
spotify:track:5U4v7JyApEbijyfwVQKYn4,Salsa Dominicana,Extrañándote,Arriba Siempre - De Pura Sangre,2013-06-24,48,Michel el Buenón,spotify:artist:0XpNiF9v1QPnRWKKGoffQf,2,-2.347,1,0.0381,0.606,2.66e-06,0.272,0.928,97.432,305053,4
spotify:track:4Z4ZnCvPCMP44cgvTzM0fZ,Salsa Dominicana,Lejos De Ti,La Industria Salsera,2014-06-27,2,Chiquito Team Band,spotify:artist:0vEYOFlkqy2FUy1UOF7RiV,7,-3.417,1,0.0316,0.58,8.44e-05,0.0871,0.858,112.487,241656,4
spotify:track:3bBgqFMlOqEIByHGxHMeBI,Salsa Dominicana,Me Vas a Extrañar,Los Favoritos,2017-11-20,0,Yiyo Sarante,spotify:artist:2rwLjVHS15sfzciKXXNbgA,8,-4.338,1,0.0362,0.498,0,0.325,0.949,92.038,278622,4
spotify:track:37u0ceT7gahaM9ZYQF3HfN,Salsa Dominicana,La Última Noche,La Nueva Era,2017-05-16,34,Revolucion Salsera,spotify:artist:1qwyNZHoVJYxq7MHF63YIT,9,-4.761,0,0.04,0.187,0.000668,0.077,0.965,114.025,242756,4
spotify:track:6WBre2zcjGtqs7J4RlnXcr,Salsa Dominicana,La Mejor de Todas,Mi Bendición,2016-10-06,34,Edwin El Futuro de la Salsa,spotify:artist:0N7pbBR2bMbkrEmxrldwqW,0,-4.846,1,0.0431,0.215,0.000543,0.27,0.785,115.005,264568,4
spotify:track:0wXZ8ThlHSzw9o56CP2Snw,Salsa Dominicana,Maldito el Tiempo,Arriba Siempre - De Pura Sangre,2013-06-24,39,Michel el Buenón,spotify:artist:0XpNiF9v1QPnRWKKGoffQf,8,-5.182,1,0.0473,0.553,0,0.218,0.964,90.067,325507,4
spotify:track:2rg6eBKjGzERbviH6MIRzv,Salsa Dominicana,La Llamada De Mi Ex,Los Creadores Del Sonido,2018-03-02,2,Chiquito Team Band,spotify:artist:0vEYOFlkqy2FUy1UOF7RiV,1,-4.297,1,0.0452,0.441,1.25e-06,0.0777,0.901,189.884,211827,4
spotify:track:4es8O2QvvT1YwjU2xyjMJC,Salsa Dominicana,Me Hubieras Dicho,Me Hubieras Dicho,2019-08-10,54,Yiyo Sarante,spotify:artist:2rwLjVHS15sfzciKXXNbgA,5,-10.579,1,0.044,0.689,0,0.105,0.787,114.006,217731,4
spotify:track:78UPTazII2E44EPLwa3p51,Salsa Dominicana,Deseo,Simplemente Controlate,1998,37,Raulin Rosendo,spotify:artist:4pYTSh5LpqCVVSejQ4v6AF,8,-11.855,1,0.0419,0.457,1.78e-06,0.061,0.965,175.178,282200,4
spotify:track:18eAh4jXMT0nnZGILdgHdo,Salsa Dominicana,Suelta Mi Mano - Salsa,Viento de Otoño,2016-08-19,31,Asdrubar,spotify:artist:5G5EP36lXJOBOq3BzjHGP1,9,-5.055,1,0.0444,0.508,3.19e-06,0.219,0.932,88.952,264435,4
spotify:track:5G29mQzoI4Nzn5Mav6KrRj,Salsa Dominicana,No Hay Sombra,La Nueva Era,2017-05-16,34,Revolucion Salsera,spotify:artist:1qwyNZHoVJYxq7MHF63YIT,9,-7.201,1,0.0364,0.411,0.0067,0.0449,0.956,106.001,257541,4
spotify:track:0RwLxFlu3BeJQqpHItnt77,Salsa Dominicana,Tengo Que Colgar,Los Creadores Del Sonido,2018-03-02,0,Chiquito Team Band,spotify:artist:0vEYOFlkqy2FUy1UOF7RiV,5,-4.434,1,0.035,0.457,0.00225,0.358,0.671,92.486,220667,4
spotify:track:4CgtK4uHzb9bZHgEDYgHEl,Salsa Dominicana,Un Hombre Normal,Lo Nuevo de Yiyo Sarante,2013-11-12,46,Yiyo Sarante,spotify:artist:2rwLjVHS15sfzciKXXNbgA,5,-4.811,1,0.0387,0.477,3.78e-05,0.13,0.937,90.998,271707,4
spotify:track:2BZWUp8550ZuopEz9bs0QQ,Salsa Dominicana,Tu Amor Fue Diferente,A Mi Estilo,2016-05-01,40,David Kada,spotify:artist:1mW8Ifff475lUj6Xj44we4,8,-5.156,1,0.0387,0.123,0.00101,0.172,0.971,103.958,243733,4
spotify:track:77WM9iuzBXejxYtLZTfYjq,Salsa Dominicana,Viento De Otoño,I Love Salsa 2013,2013-01-21,0,Asdrubar,spotify:artist:5G5EP36lXJOBOq3BzjHGP1,1,-4.962,0,0.0423,0.253,0,0.0604,0.839,95.241,291760,4
spotify:track:0QRM6m61WbI8NbbfxuCeHF,Salsa Dominicana,Estoy Confundido,Salsa Dominicana Vol. 2,2014-09-09,33,Felix Manuel,spotify:artist:4jEKkpWqQJduBDOEwme4fy,10,-9.529,0,0.0419,0.0877,1.42e-05,0.0789,0.966,104.119,260000,4
spotify:track:48cdV1dUAggE12iRqlyaEC,Salsa Dominicana,Si Tu No Estas,La Traición,2014-05-13,0,Yanfourd,spotify:artist:0RzBTerVM0F43UQHfJHp6o,0,-3.053,1,0.0429,0.554,5.5e-05,0.146,0.949,92.193,268533,4
spotify:track:0HGrQk6C62w5obh4ia8kEi,Salsa Dominicana,Evidencia,7 Exitos,2019-10-06,39,Yiyo Sarante,spotify:artist:2rwLjVHS15sfzciKXXNbgA,2,-4.013,1,0.0383,0.58,3.66e-05,0.283,0.747,99.818,243357,4
spotify:track:0CVBqwqo7ciONjzMBbTyoC,Salsa Dominicana,Si Te Hubiera Conocido Ayer,El Protagonista De La Salsa,2014-08-25,0,Victor Waill,spotify:artist:5vOQV42eH7qqhnWOmuGLJV,9,-4.423,0,0.0425,0.466,0.00694,0.0618,0.957,93,267453,4
spotify:track:3AZLRfkhFCR3nWKmko0EPI,Salsa Dominicana,Tu Sin Mi,Tu Sin Mi,2017-12-04,2,Jehu El Rey,spotify:artist:3bpLd5BxgDFSo6CqglwzZk,9,-5.403,0,0.0421,0.487,0,0.0617,0.962,90.969,245342,4
spotify:track:6os96u4XJTtO94rBlropfZ,Salsa Dominicana,Solamente Tú,Mi Bendición,2016-10-06,32,Edwin El Futuro de la Salsa,spotify:artist:0N7pbBR2bMbkrEmxrldwqW,5,-4.282,0,0.0392,0.405,0.001,0.0809,0.969,108.038,240666,4
spotify:track:6paVGVOG0TCsLoJg56mw3S,Salsa Dominicana,Amor Perfecto,El Salsero De Ahora,2013-01-09,2,Alex Matos,spotify:artist:4nwpr7Msz5dvHftcPNkDRC,7,-3.868,0,0.0333,0.453,3.53e-05,0.108,0.889,93.024,277893,4
spotify:track:4UI57hmBDGt4mnTzMRsTZr,Salsa Dominicana,Sin Esencia,7 Exitos,2019-10-06,54,Yiyo Sarante,spotify:artist:2rwLjVHS15sfzciKXXNbgA,5,-6.786,1,0.0426,0.685,8.83e-06,0.0947,0.821,159.866,194472,4
spotify:track:1y4ml4bHSfFzV6xwfuGWys,Salsa Dominicana,Crónica de un Viejo Amor - Salsa,Viento de Otoño,2016-08-19,32,Asdrubar,spotify:artist:5G5EP36lXJOBOq3BzjHGP1,10,-5.449,0,0.0328,0.315,3.1e-06,0.039,0.929,103.017,275052,4
spotify:track:5u0NlOKWghqGPK8IlDnJ29,Salsa Dominicana,Algo Facil De Olvidar,El Protagonista De La Salsa,2014-08-25,0,Victor Waill,spotify:artist:5vOQV42eH7qqhnWOmuGLJV,1,-3.49,0,0.0555,0.55,0.000196,0.175,0.961,196.131,276493,4
spotify:track:6np8NCPThoSBrQnPET8GCT,Salsa Dominicana,Tu No Eres La Buena,Dile Tu,2017-05-20,1,David Kada,spotify:artist:1mW8Ifff475lUj6Xj44we4,8,-5.029,1,0.0723,0.62,0,0.169,0.824,110.091,238106,4
spotify:track:0fhU2rLbV3PGLqKwiluzhF,Salsa Dominicana,Si Entendieras,El Salsero De Ahora,2013-01-09,1,Alex Matos,spotify:artist:4nwpr7Msz5dvHftcPNkDRC,8,-2.9,1,0.0563,0.518,3.71e-05,0.0635,0.863,93.994,270360,4
spotify:track:2Ynvw5w8MJnq0oysRFK9XX,Salsa Dominicana,La Maldita Primavera,La Maldita Primavera,2019-10-25,38,Yiyo Sarante,spotify:artist:2rwLjVHS15sfzciKXXNbgA,8,-2.549,1,0.0363,0.335,1.69e-05,0.102,0.961,94.004,230504,4
spotify:track:6syg8RynNDAGu22JTpOPeT,Salsa Dominicana,Dicen Que los Hombres No Deben Llorar,Dicen Que Los Hombres No Deben Llorar,2018-01-23,33,Felix Manuel,spotify:artist:4jEKkpWqQJduBDOEwme4fy,0,-3.312,0,0.0379,0.358,4.08e-06,0.35,0.968,103.024,235781,4
spotify:track:1sg6Nc8FmxNkVAB9FSCqia,Salsa Dominicana,Ven A Hacer El Amor Conmigo,Ven A Hacer El Amor Conmigo,2016-06-24,31,Yanfourd,spotify:artist:0RzBTerVM0F43UQHfJHp6o,0,-5.624,1,0.0384,0.582,1.55e-05,0.136,0.865,98.019,233560,4
spotify:track:42sxNoST0GUaohdQBudL9J,Salsa Dominicana,Me Estas Provocando,Soy Real,2018-01-19,32,David Kada,spotify:artist:1mW8Ifff475lUj6Xj44we4,4,-5.092,0,0.0393,0.462,3.81e-05,0.0357,0.961,99.492,240927,4
spotify:track:6HdD8TuioZcvFZZk5n9Dib,Salsa Dominicana,Algo Contigo,"Salsa, Sabor & Sentimiento",2017-10-27,1,Alex Matos,spotify:artist:4nwpr7Msz5dvHftcPNkDRC,7,-5.244,1,0.0358,0.271,3.69e-05,0.0823,0.798,99.599,231001,4
spotify:track:2dT4H0MtcFXsSd1IRrEJoo,Salsa Dominicana,Pirata - Original Version,Singles,2013-04-26,2,Yiyo Sarante,spotify:artist:2rwLjVHS15sfzciKXXNbgA,9,-4.775,1,0.0406,0.49,2.65e-05,0.0888,0.837,100.036,338781,4
spotify:track:2k5zlgPhYnzEsNwjCKUYYi,Salsa Dominicana,Me Enamoré Como Nunca,El Protagonista De La Salsa,2014-08-25,0,Victor Waill,spotify:artist:5vOQV42eH7qqhnWOmuGLJV,1,-5.655,0,0.0438,0.354,0.000199,0.0272,0.968,196.944,248947,4
spotify:track:5HVHpguZePkk1RuwohlSEw,Salsa Dominicana,Pirata de Amor,La Traición,2014-05-13,0,Yanfourd,spotify:artist:0RzBTerVM0F43UQHfJHp6o,7,-4.278,1,0.0381,0.61,0.0207,0.0803,0.881,102.976,272533,4
spotify:track:5Vfbmo0bI0Kmkj3k4Yymt3,Salsa Dominicana,Estos Celos,A Mi Estilo,2016-05-01,35,David Kada,spotify:artist:1mW8Ifff475lUj6Xj44we4,5,-11.14,1,0.0492,0.775,0.26,0.114,0.973,106.018,273067,4
spotify:track:3llU99ia4jkokhRKKi8TzK,Salsa Dominicana,Una Noche No Es Bastante,El Salsero De Ahora,2013-01-09,0,Alex Matos,spotify:artist:4nwpr7Msz5dvHftcPNkDRC,1,-2.197,1,0.09,0.525,0,0.237,0.829,196.177,249347,4
spotify:track:6prazC8omk7VbdFgErjbQv,Salsa Dominicana,Pero Te Olvido,7 Exitos,2019-10-06,36,Yiyo Sarante,spotify:artist:2rwLjVHS15sfzciKXXNbgA,0,-14.209,1,0.0576,0.722,1.23e-06,0.143,0.806,108.014,293832,4
spotify:track:5V4HlbMEdGGeV5qsekpSxG,Salsa Dominicana,Mis Amores,Greatest Hits (Serie Cristal),1997-01-01,24,"Jose Alberto ""El Canario""",spotify:artist:6TRzinjf5dzE8zA8baPbYz,7,-15.004,0,0.0378,0.547,2.69e-05,0.0582,0.83,88.137,275827,4
spotify:track:7hu5tNi5521yzfnYkRKnS6,Salsa Dominicana,Le Dio Pami,Le Dio Pami,2012-11-30,1,Clasicom,spotify:artist:4wZmK4NokQtJ5Paj6xOPjk,6,-3.317,0,0.0452,0.582,0,0.24,0.964,94.944,234058,4
spotify:track:6tPxdlQlRrZ8IUYCRmdZL6,Salsa Dominicana,Abrázame - Salsa,Viento de Otoño,2016-08-19,33,Asdrubar,spotify:artist:5G5EP36lXJOBOq3BzjHGP1,0,-4.708,1,0.0493,0.299,0.00206,0.0457,0.901,196.004,234243,4
spotify:track:1HQsv0gU6fVbzFsonmbfa7,Salsa Dominicana,Corazón Suavecito,Corazón Suavecito,2019-11-01,45,Chiquito Team Band,spotify:artist:0vEYOFlkqy2FUy1UOF7RiV,7,-3.285,1,0.0361,0.708,5.35e-05,0.336,0.962,100.009,210013,4
spotify:track:3IqbJ9Cb9FprvswbIJjluH,Salsa Dominicana,Como Si Nada,7 Exitos,2019-10-06,37,Yiyo Sarante,spotify:artist:2rwLjVHS15sfzciKXXNbgA,7,-6.19,0,0.103,0.642,0,0.0747,0.78,89.964,274469,4
spotify:track:3Pd58WdQe8kLTxgsWDoluJ,Salsa Dominicana,Mi Princesa,Mi Princesa,2017-11-05,0,Revolucion Salsera,spotify:artist:1qwyNZHoVJYxq7MHF63YIT,11,-5.724,0,0.0811,0.127,0,0.159,0.816,105.019,253231,4
spotify:track:6cIb682deJj2wjHUH67eyt,Salsa Dominicana,Nos Engañamos Los Dos,El Álbum,2017-06-23,0,Yiyo Sarante,spotify:artist:2rwLjVHS15sfzciKXXNbgA,9,-4.514,1,0.0468,0.681,0,0.323,0.915,109.993,285023,4
spotify:track:4YGSpi9g7ohPFO8TXpvSUZ,Salsa Colombiana,"Oiga, Mire, Vea - Salsa",Sentimental de Punta a Punta,1990-01-01,9,Guayacán Orquesta,spotify:artist:2pZ81eCkqxemIjqqfE1fhE,10,-5.134,0,0.0416,0.444,2.66e-06,0.0856,0.866,89.734,323683,4
spotify:track:34Wc8PhhhIdtsh23ildQId,Salsa Colombiana,Cuarenta Ruedas,Cuarenta Ruedas,2020-02-21,41,Grupo Niche,spotify:artist:1zng9JZpblpk48IPceRWs8,4,-3.021,0,0.0527,0.53,0,0.102,0.655,94.972,255365,4
spotify:track:6zOXdmW4919xmAjDnRyyLh,Salsa Colombiana,La Rebelión,Salsa Rumbera,2016,1,Joe Arroyo,spotify:artist:7BFnoFhJjLWcsqmN3Hizqg,1,-5.086,1,0.0715,0.434,0.0397,0.152,0.801,104.175,285074,4
spotify:track:2dV3h4tQysqPb5e9OxE8ag,Salsa Colombiana,Juan,Juan,2020-02-21,37,La-33,spotify:artist:1Y2yzHPbBWZouNYTOGFq7u,0,-6.188,1,0.0428,0.129,1.15e-05,0.0815,0.688,92.491,231008,4
spotify:track:30UA08ePK3varU1cNX2Owt,Salsa Colombiana,Amantes - Versión Salsa,Amantes (Versión Salsa),2017-12-24,50,Greeicy,spotify:artist:5dbaLmK5SHLLg8Z4CcTJpX,4,-7.26,0,0.0366,0.272,0,0.08,0.792,96.992,244088,4
spotify:track:26TkBx8AxXPXv0mKcOxTNW,Salsa Colombiana,Pablito,Pablito,2019-12-13,37,La-33,spotify:artist:1Y2yzHPbBWZouNYTOGFq7u,2,-7.354,1,0.0427,0.232,0.00716,0.239,0.747,144.12,235803,4
spotify:track:0n7NOq4PbMute1OWyAJ2hV,Salsa Colombiana,Soñé Contigo,Soñé Contigo,2019-06-14,42,Anddy Caicedo,spotify:artist:0Emz7Y7utBVunAblbfCdrC,8,-5.783,1,0.0469,0.298,2.02e-05,0.336,0.819,102.04,174976,4
spotify:track:2NsUo4kJECYBdLEu8xTrk6,Salsa Colombiana,Cali Pachanguero,Lo Mejor Del Grupo Niche - Recordando a Jairo Varela,2012-08-16,42,Grupo Niche,spotify:artist:1zng9JZpblpk48IPceRWs8,8,-7.731,1,0.0395,0.69,0,0.2,0.678,99.911,309920,4
spotify:track:5SOpJfUwE6UTWnFKjJop3V,Salsa Colombiana,Mil Cosas,Mil Cosas,2019-07-10,34,Luis Pava,spotify:artist:5agZm0xcRQclVfMPZmKfeL,5,-8.032,1,0.0512,0.566,0.000404,0.0597,0.901,172.074,213700,4
spotify:track:5Ru99vS2BaLyBCH1PXFiJo,Salsa Colombiana,Las Caleñas Son Como las Flores,Grandes Hits - Latin Brothers,1975,2,The Latin Brothers,spotify:artist:2AiZXMqpVlCDnz3trZbWaK,9,-5.934,0,0.115,0.205,0,0.0654,0.941,95.582,232834,4
spotify:track:3zVf7Ssg55ioIak3B1aWSY,Salsa Colombiana,Cosas Bonitas,Cosas Bonitas,2019-06-07,52,Grupo Niche,spotify:artist:1zng9JZpblpk48IPceRWs8,7,-5.928,1,0.0385,0.486,4.1e-06,0.305,0.727,96.052,260632,4
spotify:track:1JOaoxY1MAPUg41HvDW2vu,Salsa Colombiana,Devórame Otra Vez,Tributo 7 / 80,2019-07-19,36,Maía,spotify:artist:1IKP8dm7pmlkZS4V4MzKkI,5,-5.883,1,0.0356,0.476,1.37e-05,0.326,0.962,169.041,256651,4
spotify:track:1sqc4IHx9fN0kmgh9HuSt4,Salsa Colombiana,Majadera,Si Tú Quieres Salsa,2019-05-17,35,La-33,spotify:artist:1Y2yzHPbBWZouNYTOGFq7u,0,-6.59,1,0.0556,0.327,0.000134,0.166,0.758,159.617,276372,4
spotify:track:0hsQTj606dFydABZjEmjh5,Salsa Colombiana,Medley Cumbias Colombianas,Colombianas Salsa All Star,2019-04-12,32,Alberto Barros,spotify:artist:33ZuRLa8CHXZVPJXdQCcul,0,-3.857,0,0.0334,0.686,0,0.269,0.905,103.997,340694,4
spotify:track:524HB03npGYpYDBVhvh4qe,Salsa Colombiana,Hong Kong,Soundway presents Colombia! (The Golden Age of Discos Fuentes. The Powerhouse of Colombian Music 1960-76),2007,32,Michi Sarmiento Y Sus Bravos,spotify:artist:1ZbObGELUY5BQmRHPJOTGY,9,-6.103,0,0.0427,0.293,0.106,0.0955,0.826,99.342,232947,4
spotify:track:3WDin0AbRA26uNhoj4wylS,Salsa Colombiana,Nociva,Nociva,2019-04-26,0,La-33,spotify:artist:1Y2yzHPbBWZouNYTOGFq7u,5,-6.612,1,0.0417,0.5,1.15e-05,0.146,0.834,103.869,208114,4
spotify:track:4t3ZKcUdZkASycS1nixIgL,Salsa Colombiana,Ayúdame Inspiración,Cuba Linda,2018-11-23,35,Maite Hontelé,spotify:artist:1Pe4MoTbike2NZeexUUBrU,0,-7.378,1,0.0951,0.436,1.84e-05,0.144,0.732,97.088,247505,4
spotify:track:3TA9nq749Dfq7VwirwPuiJ,Salsa Colombiana,Manyoma,The Afrosound Of Colombia Volume 1,2011-04-19,34,Fruko Y Sus Tesos,spotify:artist:5aAlzehdUM14I4ppq24Xob,0,-3.812,1,0.0339,0.00565,0.0928,0.387,0.96,107.043,248040,4
spotify:track:03yhldGrJTaCMEYTUOsV0h,Salsa Colombiana,Si Tú Quieres Salsa,Si Tú Quieres Salsa,2018-12-14,0,La-33,spotify:artist:1Y2yzHPbBWZouNYTOGFq7u,5,-11.861,1,0.0482,0.272,0.00342,0.0999,0.614,93.186,263664,4
spotify:track:4ee1fUrPVok1bEyj1cm4Rv,Salsa Colombiana,"El Amor de Mi Vida ""Se Fue""",Auténtico,2008,55,Grupo Galé,spotify:artist:4152ZUds7gXsqYQexUonDP,0,-6.213,1,0.0367,0.51,1.14e-06,0.149,0.953,168.514,279280,4
spotify:track:74GBtgq1XjVrNdp5Lv1jbM,Salsa Colombiana,Soy de Lo Peor,Cuba Linda,2018-11-23,41,Maite Hontelé,spotify:artist:1Pe4MoTbike2NZeexUUBrU,9,-6.229,0,0.0424,0.6,1.4e-05,0.139,0.841,159.919,260000,4
spotify:track:6vt2mAma3R2NQr1O2X1jDj,Salsa Colombiana,La Rueda,La Rueda,2019-02-01,32,Maía,spotify:artist:1IKP8dm7pmlkZS4V4MzKkI,5,-5.245,1,0.0355,0.527,0.000222,0.044,0.886,100.481,290483,4
spotify:track:25efbZoVG3oCMii4XnB2zP,Salsa Colombiana,La Noche,Historia de la Salsa en el Siglo XX (Vol. 3),1975,0,Joe Arroyo,spotify:artist:7BFnoFhJjLWcsqmN3Hizqg,0,-5.339,0,0.04,0.252,0.0345,0.058,0.831,105.649,263577,4
spotify:track:11hOfiskQ2pGMv57b9kfib,Salsa Colombiana,La Mujer de MI Vida,Buena Fortuna,2017-08-18,37,Charlie Cardona,spotify:artist:7s6h7WYi8AfhxI2Dt1WQyM,10,-4.016,1,0.0364,0.545,1.97e-06,0.0573,0.804,89.941,235206,4
spotify:track:5lgJByAmkgnisZYU6XwtJ2,Salsa Colombiana,El Amor Mas Grande Del Planeta,El Amor Mas Grande Del Planeta,2018-02-27,1,Orquesta la Fuga de Cali,spotify:artist:1hKqqasAon1KaQurWRpuOe,7,-4.538,1,0.0365,0.611,2.61e-05,0.0845,0.911,157.332,250384,4
spotify:track:1I70lW77TO4TbXAyAofPYy,Salsa Colombiana,Curao en Salsa,"Salsa para el Bailador, Vol. 1",2018-09-17,32,Curao En Salsa,spotify:artist:6olL7cjgBRwpBZIphKCV5b,11,-6.305,0,0.0412,0.122,0.00249,0.0383,0.818,149.974,290603,4
spotify:track:5TTKwmlIUZq4PNnpZeF6bf,Salsa Colombiana,Como la Manigua,Manigua,2018-11-30,38,Yuri Buenaventura,spotify:artist:7FIeKWN0FTtzvQ1i7Z1aTx,7,-8.653,1,0.0476,0.688,9.16e-06,0.328,0.507,87.593,289033,4
spotify:track:4PzJ8EH3Apvtmropm3W5hK,Salsa Colombiana,Encantadora,Encantadora,2018-02-22,1,Juan Carlos Ensamble,spotify:artist:2D6mQmDTdaLcA9BZytb4yk,10,-3.932,1,0.0909,0.574,3.57e-05,0.0716,0.857,94.99,250885,4
spotify:track:4lWQDCED9lmRRVI93tc91b,Salsa Colombiana,La Palomita,Tributo a La Salsa Colombiana,2014-02-01,48,Alberto Barros,spotify:artist:33ZuRLa8CHXZVPJXdQCcul,9,-2.669,1,0.079,0.276,1.8e-06,0.36,0.92,194.871,260947,4
spotify:track:0vf2eKyBWP8CLDicddGSF2,Salsa Colombiana,Caramelo,Tributo A Celia Cruz,2003-08-20,22,Alquimia La Sonora Del XXI,spotify:artist:7Ei7ZObFHFq1YOGoYcDIPS,8,-5.366,1,0.0388,0.703,0.0163,0.0928,0.964,110.012,215179,4
spotify:track:5N8HRh3pKXakJrdxQKMi1j,Salsa Colombiana,El Preso,"Narcos, Vol. 2 (More Music from the Netflix Original Series)",2016-09-02,52,Fruko Y Sus Tesos,spotify:artist:5aAlzehdUM14I4ppq24Xob,5,-5.409,0,0.0376,0.166,0.00325,0.125,0.816,106.165,293787,4
spotify:track:0pFLD8oIWPHDBgkPzINYcG,Salsa Colombiana,Salsa,Yo Soy,2000-01-01,40,Yuri Buenaventura,spotify:artist:7FIeKWN0FTtzvQ1i7Z1aTx,9,-4.71,0,0.11,0.47,0.00518,0.0846,0.834,102.221,268493,4
spotify:track:5jAvZlrknZT8rZlMVUsKvL,Salsa Colombiana,Tal Para Cual,32 Grandes Exitos,2003-02-14,46,Joe Arroyo,spotify:artist:7BFnoFhJjLWcsqmN3Hizqg,7,-8.216,1,0.0377,0.173,2.4e-06,0.0782,0.842,118.363,276200,4
spotify:track:26ucR33snMkRD6JExhoD6I,Salsa Colombiana,Una Aventura,The Best,1988,62,Grupo Niche,spotify:artist:1zng9JZpblpk48IPceRWs8,0,-10.935,1,0.0365,0.275,0.00241,0.121,0.731,92.855,316093,4
spotify:track:6cFecmNzTj6MSV4aIYcCHg,Salsa Colombiana,Micaela,"Viejoteca en Tiempo de Salsa, Vol. 6",1966,0,Sonora Carruseles,spotify:artist:34qU0b0yRjEzRJtknerEDS,0,-6.888,1,0.053,0.364,0.00272,0.0793,0.937,179.592,284707,4
spotify:track:0OwS05mubfyTnplfP8rMwu,Salsa Colombiana,Noche de Arreboles,32 Grandes Exitos,2003-02-14,41,Joe Arroyo,spotify:artist:7BFnoFhJjLWcsqmN3Hizqg,2,-4.11,1,0.0679,0.784,5.98e-05,0.0822,0.767,95.717,245453,4
spotify:track:6jly2CevRmnMbmU2R1cm1e,Salsa Colombiana,Sobre las Olas,Grandes Hits - Latin Brothers,1975,4,The Latin Brothers,spotify:artist:2AiZXMqpVlCDnz3trZbWaK,5,-5.254,1,0.051,0.372,0.00041,0.0706,0.928,107.834,204160,4
